,post_type,post_status,post_id,custom_todofuken_no,tax_todofuken,custom_sortorder,post_title,custom_postalcode,custom_address,custom_memo_available_datetime,custom_phone,custom_website,tax_is_open_sunday,tax_is_open_holiday,社内メモ,追加日
,medical-institution,publish,77702144,27,大阪,1,医療法人坪倉産婦人科,578-0942,東大阪市若江本町1-3-22,平日   09：00～12：00、17：00～22：00水・土午後休診、日・祝休診,06-6722-8558,,,,,
,medical-institution,publish,77702145,27,大阪,1,松本クリニック,578-0945,東大阪市若江北町1-17-18,09：00～11：30、17：00～19：00 (365日対応可),06-6723-4103,http://www.matsumoto-clinic.info/,◯,◯,,
,medical-institution,publish,77702146,27,大阪,1,"医療法人
南野産婦人科クリニック",578-0971,東大阪市鴻池本町6-26,"月・火・木・金   09：00～12：00、17：30～19：30水・土
09：00～12：00",06-6744-1131,,,,,
,medical-institution,publish,77702147,27,大阪,1,和田診療所,579-8027,東大阪市東山町4-8  W・S百光ビル1階B号,"月・火・木・金・土 09：30～12：30
月・火・水・金
17：00～19：30",072-986-0900,http://web1.kcn.jp/wadashin/,,,,
,medical-institution,publish,77702148,27,大阪,1,大阪医科薬科大学病院,569-8686,高槻市大学町2番7号,24時間対応可,072-683-1221,https://hospital.ompu.ac.jp,◯,◯,,
,medical-institution,publish,77702149,27,大阪,1,北摂総合病院,569-8585,高槻市北柳川町6-24,平日9:00～16:00（木、土、日、祝日除く）,072-696-2121,https://www.hokusetsu-hp.jp,,,,
,medical-institution,publish,77702150,27,大阪,1,（医）川村産婦人科医院,569-1031,高槻市松が丘1-1-1,"月火木金9:00～12:00、16:00～ 18:00
水土9:00～12:00",072-687-7557,,,,,
,medical-institution,publish,77702151,27,大阪,1,"医療法人子安会
なかにし産婦人科クリニック",569-0823,高槻市芝生町3丁目21番10号,"月火水金9:00～12:00、18:00～ 20:00
土9:00～12:00",072-679-1010,https://nakanishi-obgyn-cl.com,,,,
,medical-institution,publish,77702152,27,大阪,1,医療法人jMOG 田辺レディースクリニック,569-1116,高槻市白梅町4番13号 ジオ高槻ミューズEX4F,"月火水金9:00～12:30、16:00～ 18:00
土9:00～12:30",072-668-4651,https://www.tanabe-clinic.jp,,,,
,medical-institution,publish,77702153,27,大阪,1,医療法人明峰会  東山産婦人科・小児科,569-0036,高槻市辻子3丁目10番3号,24時間対応可,072-672-5335,,◯,◯,,
,medical-institution,publish,77702154,27,大阪,1,"医療法人NEW WAVES
堤レディースクリニック",569-0071,高槻市城北町2丁目4番5号  Hisako.BLD2F,"月火9:00～12:00、16:00～20:00水木金9:00～12:00、17:00～ 20:00
土9:00～12:00、（第2、第4土の
み13:00～16:00）",072-662-0223,https://tsutsumi-lc.com,,,,
,medical-institution,publish,77702155,27,大阪,1,渡辺婦人科,569-0085,高槻市南松原町2番1号,"月火水金9:00～12:00、17:00～ 19:00
土9:00～12:00",072-675-5359,https://www.watanabe-fujinka.com/,,,,
,medical-institution,publish,77702156,27,大阪,1,米田産婦人科,560-0032,豊中市蛍池東町2-3-2,"月・水・金・土9：30～11：45火9：30～11：15
月・金17：30～19：15",06-6857-1251,https://itp.ne.jp/info/278642813300000899/,,,,
,medical-institution,publish,77702157,27,大阪,1,医療法人  廣仁会  直原ウィメンズクリニック,560-0084,豊中市新千里南町2-11-1,月火水木金土9：00～12：00、月火水金17：00～19：00,06-6871-0314,https://www.jikihara.net,,,,
,medical-institution,publish,77702158,27,大阪,1,しらいレディースクリニック,561-0862,豊中市西泉丘3-1-25  八重洲西泉丘ビル2F,"月-木9：00～12：00、16：00～ 19：00
金・土9：00～12：00",06-6868-0461,https://www.shirai-ladies-clinic.com,,,,
,medical-institution,publish,77702159,27,大阪,1,医療法人  愛慈会  田中医院,561-0881,豊中市中桜塚2‐2‐2  愛慈会ビル2F,"月・火・水・金・土9：00～12：
30
月・火・金16：00～19：00",06-6850-0088,,,,,
,medical-institution,publish,77702160,27,大阪,1,医療法人  槙野クリニック,560-0024,豊中市末広町1-7-2,"月-土9：00～12：15火13：00～16：00
月・水・金17：30～20：00（受付
は19：30まで）",06-6843-8031,http://www.makino-c.jp/,,,,
,medical-institution,publish,77702161,27,大阪,1,momウィメンズクリニックおおさこ,560-0002,豊中市緑丘4-1-2  イオンタウン豊中緑丘2F,"月・土9：30～12：00
火・木・金9：30～17：00",06-4865-7007,https://www.momclinic.net/,,,,
,medical-institution,publish,77702162,27,大阪,1,水野産婦人科医院,560-0024,豊中市末広町1-3-5,"月-金9：15～13：15土9：15～12：00
月・火・水・金18：00～20：00",06-6852-3853,https://www.mizuno-cl.com,,,,
,medical-institution,publish,77702163,27,大阪,1,むそうレディースクリニック,560-0026,豊中市玉井町2-2-18,"月・火・木・金・土9：00～12：
00
月・火・木・金17：00～19：00",06-6845-8630,https://www.ddmap.jp/0668458630,,,,
,medical-institution,publish,77702164,27,大阪,1,吉村レディースクリニック,560-0022,豊中市北桜塚3-1-33,"月・火・木・金・土10：00-12： 30,
月・火・木・金17：00-19：30",06-6850-8162,https://yoshimuraladiesclinic.everyday.jp,,,,
,medical-institution,publish,77702165,27,大阪,1,医療法人  幸愛会  りかレディースクリニック,561-0802,豊中市曽根東町1-2-1  阪急曽根ビル2階,"月・火・水・金・土9：00～12： 00
月・火15：30～18：30水・金16：00～19：30
(変更があるかもしれないので事
前にwebで確認して欲しい）",06-6850-3339,https://www.n-clinic.net,,,,
,medical-institution,publish,77702166,27,大阪,1,医療法人  うめかげレディースクリニック,561-0851,豊中市服部元町1-1-7,"月-土9：00～12：30
月・火・水・金17：00～19：30土16：00～18：00",06-4866-2323,https://umekage-ladys-clinic.jp/,,,,
,medical-institution,publish,77702167,27,大阪,1,あかりクリニック,561-0884,豊中市岡町北3丁目1-22,"月-土9：00～13：00
月・火・木・金14：00～18：00土14：00～16：00",06-6852-1050,http://akari-cl.jp,,,,
,medical-institution,publish,77702168,27,大阪,1,田坂クリニック  産婦人科・内科,560-0082,豊中市新千里東町1丁目4番2号  千里ライフサイエンスビル10階,"月-土9：30～12：30
月・火・木・金17：00～19：30",06-6832-1200,http://tasaka-clinic.com,,,,
,medical-institution,publish,77702169,27,大阪,1,医療法人  ひまわり  矢吹産婦人科  庄内クリニック,561-0832,豊中市庄内西町4-3-2,"月・火・木・金・土9：30～12： 00
月・火・木・金17：00～18：30",06-6332-3970,http://yabuki.or.jp,,,,
,medical-institution,publish,77702170,27,大阪,1,医療法人  ひまわり  矢吹産婦人科  少路クリニック,560-0004,豊中市少路2-9-20,"月・火・水・木・金・土9：30～ 12：00
月・木・金15：00～17：00",06-6850-0909,http://hopital-yabuki.com,,,,
,medical-institution,publish,77702171,27,大阪,1,医療法人成育会なりもとレディースホスピタル,573-0032,枚方市岡東町14番28号,"月～土  8：40～12：00
月・水・金  17：00～19：30",072-861-1103,https://narimoto-lh.com/,,,,
,medical-institution,publish,77702172,27,大阪,1,医療法人愛成会 愛成クリニック,573-0048,枚方市山之上西町32番15号,月木金13:30-15:30 要予約,072-845-0888,https://aisei-c.jp/,,,,
,medical-institution,publish,77702173,27,大阪,1,イワサクリニック,573-0086,枚方市香里園町9-22,月～土  9:00∼12:00月～金  15:30∼20:00,072-831-1666,http://www.iwasaclinic.com,,,,
,medical-institution,publish,77702174,27,大阪,1,医療法人恒遠産婦人科,573-0164,枚方市長尾谷町3-18-22,月･火･水･金･土 9:00～12:00月・水・金  17:30～19:30,072-851-0303,,,,,
,medical-institution,publish,77702175,27,大阪,1,折野産婦人科,573-1111,枚方市楠葉朝日3-6-28,月～土： 9:00～12:00月・金：17:00～19:00,072-857-0243,https://orinosan.com/,,,,
,medical-institution,publish,77702176,27,大阪,1,冨沢産婦人科こどもクリニック,573-1192,枚方市西禁野2-8-9,月～金       9:00～12:00月・水・金  17:00～19:30,072-847-7129,http://tomizawaclinic-jp,,,,
,medical-institution,publish,77702177,27,大阪,1,のだ女性クリニック,573-0032,枚方市岡東町14-48  山口ビル4階,平日  9:00～12:00 15:00～17:30,072-843-3267,https://noda-womens-cl.com,,,,
,medical-institution,publish,77702178,27,大阪,1,吉田医院,573-0053,枚方市伊加賀南町5-4,"月～金          9:00～14:00土            9:00～12:00
月・水・金       18:00～20:00",072-841-3103,http://www.yoshidacl.net,,,,
,medical-institution,publish,77702179,27,大阪,1,"医療法人桜花会あきせウィメン
ズクリニック",573-0024,枚方市田宮本町9-45,"月.火.木.金9:00-20:00
水.土9:00-17:00",072-861-1703,https://akise-wc.com/,,,,
,medical-institution,publish,77702180,27,大阪,1,和久田クリニック,573-0084,枚方市香里ケ丘10-3732-14,"平日  9:00～12:00/16:30～18:30
土曜日  9:00～12:00
（水）（日）（祝）除く",072-837-5688,http://wakudaclinic.com,,,,
,medical-institution,publish,77702181,27,大阪,1,芦原産婦人科クリニック,573-1141,枚方市養父西町15‐15,月～木・土 9:00∼13:00,072-857-0010,http://www.ashihara-sanfujinka.com,,,,
,medical-institution,publish,77702182,27,大阪,1,"医療法人徳洲会
八尾徳洲会総合病院",581-0011,八尾市若草町1-17,平日  9：00-12：00,072-993-8501,https://www.yao.tokushukai.or.jp/,,,,
,medical-institution,publish,77702183,27,大阪,1,八尾市立病院,581-0069,八尾市龍華町1-3-1,他の分娩に支障がなければ24時間,072-922-0881,http://www.hospital.yao.osaka.jp/,◯,◯,,
,medical-institution,publish,77702184,27,大阪,1,医療法人  正木産婦人科,581-0831,八尾市山本町北1-2-22,"平日  9:00-13:00
夜診火・水  18:00-20:00木・日  休診",072-922-4103,http://www.masakisanfujinka.com/,,,,
,medical-institution,publish,77702185,27,大阪,1,きくちレディースクリニック,581-0068,八尾市跡部北の町3-1-26久宝寺クリニックビル3階,"平日  9：00-12：00
17：00-19：00
土    9：00-12：00",072-928-1880,https://www.kikuchi-ladies-cl.com/index,,,,
,medical-institution,publish,77702186,27,大阪,1,中島産科婦人科,581-0802,八尾市北本町3-5-8,"月・火・水･金  9:00-12：00
17：00-20：00
土  9：00-12：00",072-998-8281,http://www.nakajima-lc.com/,,,,
,medical-institution,publish,77702187,27,大阪,1,萩原クリニック,581-0061,八尾市春日町2-6-9,"平日  9:00-12：30
16：00-18：30
土  9：00-11：30",072-991-1452,https://hagiwaraclinic.amebaownd.com,,,,
,medical-institution,publish,77702188,27,大阪,1,医療法人  いとうレディースこどもクリニック,572-0857,寝屋川市打上中町13番1号,"月～火・木～土9:30～12:00月～火・木金17:30～19:30土12:30～13:30
夜間・休診日も対応可能",072-880-1503,http://www.ito-ladies-and-kodomo-clinic.com/,,,,
,medical-institution,publish,77702189,27,大阪,1,中嶋婦人科クリニック,572-0061,寝屋川市長栄寺町12番12号,月火木～土9:00～12:00月～金16:30～19:30,072-813-8666,http://nakajima-fujinka.com/,,,,
,medical-institution,publish,77702190,27,大阪,1,医療法人  西野レディースクリニック,572-0062,寝屋川市高柳栄町1番4号,月～水・金～土9:30～12:00月～水・金16:00～18:30,072-800-8824,http://www.nishino-ladies-cl.com/,,,,
,medical-institution,publish,77702191,27,大阪,1,真野医院,572-0067,寝屋川市宝町18-26,月～水・金～土9:00～12:00月～水・金18:00～20:00,072-838-2320,,,,,
,medical-institution,publish,77702192,27,大阪,1,医療法人  柳原医院,572-0043,寝屋川市錦町1-1,月～土9:00～12:30月水金17:30～19:00,072-826-0476,,,,,
,medical-institution,publish,77702193,27,大阪,1,渡辺産婦人科,572-0085,寝屋川市香里新町16-15,"月～土9:00～12:00
月・水・金16:00～19:00",072-834-1179,,,,,
,medical-institution,publish,77702194,27,大阪,1,医療法人桜花会  あきせウィメンズクリニック寝屋川院,572-0084,寝屋川市香里南之町20番20号グランフィール香里園3階302号,"月～水・金～日9:00～12:00 (第1,3日曜は休診)
月・火・金14:00～16:00",072-831-1115,http://neyagawa.akise-wc.com/,,,,
,medical-institution,publish,77702195,27,大阪,1,医療法人イワサクリニック  香里診療所,572-0082,香里本通町8番3号-301,水・金  15：30～17：00,072-831-1666,,,,,
,medical-institution,publish,77702196,27,大阪,1,堺市立総合医療センター,593-8304,堺市西区家原寺町1丁1番1号,日曜・祝日  9:00～17:00,072-272-1199,http://www.sakai-city-hospital.jp/,◯,◯,,
,medical-institution,publish,77702197,27,大阪,1,独立行政法人労働者健康安全機構  大阪労災病院,591-8025,堺市北区長曽根町1179番地3,平日8:15～17:00,072-252-3561,http://www.osakah.johas.go.jp/,,,,
,medical-institution,publish,77702198,27,大阪,1,耳原総合病院,590-8505,堺市堺区協和町4丁465,平日9：00-17：00 土曜日9：00-13：00,072-241-0501,http://www.mimihara.or.jp/sogo/,,,,
,medical-institution,publish,77702199,27,大阪,1,吉川病院,591-8046,堺市北区東三国ヶ丘町4-1-25,"月曜～土曜 9:00-13:00
月水木金  17:00-19:00
土曜 14:00-17:00",072-259-0100,http://www.yoshikawabyouin.com,,,,
,medical-institution,publish,77702200,27,大阪,1,池田産婦人科,590-0942,堺市堺区材木町東3丁1-20,"月金 9:00～15:00、17:00～19:00水 9:00～15:00
火土 9:00～12:00",072-228-1319,,,,,
,medical-institution,publish,77702201,27,大阪,1,今井医院,591-8037,堺市北区百舌鳥赤畑町4丁343-5,"月水金9:00～12:00／17:00～19:30
火木土9:00～12:00",072-257-1682,https://doctorsfile.jp/h/73575/,◯,,,
,medical-institution,publish,77702202,27,大阪,1,医療法人赤井マタニティクリニック,590-0103,堺市南区深阪南167,"19:00
土 9:00～11:45",072-239-5988,https://www.akai-maternity.com/,,,,
,medical-institution,publish,77702203,27,大阪,1,医療法人泉谷診療所,590-0011,堺市堺区香ヶ丘町1丁8-9,月水土 9:00～12:00但し、土曜日は隔週,072-227-6011,,,,,
,medical-institution,publish,77702204,27,大阪,1,医療法人大平産婦人科,590-0141,堺市南区桃山台4-2-1,"月金 9:00～20:00
火木土 9:00～14:00水 17:00～19:00",072-299-1103,https://www.ohira-ladies.com/,,,,
,medical-institution,publish,77702205,27,大阪,1,医療法人甲潤会八木クリニック,590-0938,堺市堺区神明町西1丁1-17,"月金 9:30～12:30、18:00～20:00
火水金土  9:30～12:30",072-233-5630,http://yagi-clinic.jp/,,,,
,medical-institution,publish,77702206,27,大阪,1,医療法人甲潤会レディースクリニックやぎ,591-8023,堺市北区中百舌鳥町2丁39  クリスタルなかもず 4F,"月火水金 9:30～13:00、16:30～
17:00
土 9:30～13:00",072-259-1107,https://lc-yagi.com/,,,,
,medical-institution,publish,77702207,27,大阪,1,医療法人沈沢医院,590-0974,堺市堺区大浜北町2丁1の30,月水金土 10:00～12:00月水金 17:00～19:00,072-223-5733,,,,,
,medical-institution,publish,77702208,27,大阪,1,医療法人竹山産婦人科,590-0113,堺市南区晴美台3-1-4,"6:00～24:00
（電話連絡のうえ対応）",072-292-3500,https://www.takeyama-clinic.or.jp/,◯,◯,,
,medical-institution,publish,77702209,27,大阪,1,医療法人浜中産婦人科,590-0144,堺市南区赤坂台3-10-5,"平日 9：00～12：00月水金 17:30～19:00
木曜日休診",072-298-3535,https://hamanaka.or.jp/,,,,
,medical-institution,publish,77702210,27,大阪,1,医療法人平治会  KAWAレディースクリニック,590-0116,堺市南区若松台3-2-3,月～土 9:00～19:30日 9:00～13:00,072-297-2700,http://www.kawa-lc.com/,,,,
,medical-institution,publish,77702211,27,大阪,1,医療法人ゆうあい会  しんやしき産婦人科,599-8125,堺市東区西野461番地1,"月火水金 9:00～12:00、17:00～19:30
木土 9:00～12:00",072-239-5571,https://www.shinyashiki.or.jp/,,,,
,medical-institution,publish,77702212,27,大阪,1,医療法人雄徳会  たつみクリニック,592-8334,堺市西区浜寺石津町中1-3-9,平日 9:00～12:00,072-247-9411,http://www.tatsumiclinic.com/,,,,
,medical-institution,publish,77702213,27,大阪,1,医療法人和昇会阪本クリニック,599-8126,堺市東区大美野22-4,平日 9:00～12:00,072-239-0033,http://sakamoto-clinic.jp/index.html,,,,
,medical-institution,publish,77702214,27,大阪,1,大槻レディースクリニック,590-0115,堺市南区茶山台1-2-4 パンジョ西館3F,"平日 9:30～12:30、16:00～19:00
（水を除く） 土 9:30～12:30",072-290-6000,,,,,
,medical-institution,publish,77702215,27,大阪,1,小野クリニック,599-8114,堺市東区日置荘西町1-12-3,月火水金 9:00～12:00火金 17:00～19:00,072-288-1616,,,,,
,medical-institution,publish,77702216,27,大阪,1,坂本産婦人科,599-8107,堺市東区白鷺町1-3-7,"月～土 10:00～11:50
月火水金 17:00～18:50  日祝休み",072-257-3588,無,,,,
,medical-institution,publish,77702217,27,大阪,1,清水レディースクリニック,590-0024,堺市堺区向陵中町2丁3番13号,月～土 9:00～12:00月木 16:30～18:30,072-250-0511,http://shimizu-clinic.net/,,,,
,medical-institution,publish,77702218,27,大阪,1,たにわレディースクリニック,590-0028,堺市堺区三国ヶ丘御幸通2-1  谷和ビル5階,月～土 9:00～11:30月水 17:00～18:30,072-233-0080,,,,,
,medical-institution,publish,77702219,27,大阪,1,徳川レディースクリニック,592-8344,堺市西区浜寺南町3丁2番1号  浜寺メディカルスクエア302,月水金 8:00～19:30火木土 8:00～13:00,072-266-3636,https://www.y-tokugawa.com/,,,,
,medical-institution,publish,77702220,27,大阪,1,中産婦人科,591-8043,堺市北区北長尾町2-4-15,月～土 9:00～12:00月水金 17:00～19:00,072-252-0634,http://naka-lc.com/,,,,
,medical-institution,publish,77702221,27,大阪,1,典子エンジェルクリニック,591-8002,堺市北区北花田町3-28-10,月～土 9:00～12:30月水金 17:00～20:00,072-254-8875,https://www.norikoangelclinic.jp/,,,,
,medical-institution,publish,77702222,27,大阪,1,山手医院,590-0924,堺市堺区桜之町東1-1-3,"月 15:00～20:30 水金 15:30～19:00
木土18:00～20:30",072-238-1796,,,,,
,medical-institution,publish,77702223,27,大阪,1,山本産婦人科,590-0138,堺市南区鴨谷台3-6-2,平日 9:00～12:00、17:00～19:30水土 9:00～12:00,072-299-7767,,,,,
,medical-institution,publish,77702224,27,大阪,1,ルナレディースクリニック,590-0951,堺市堺区市之町西3丁1-43,"平日 10:00～16:00（水以外）土 10:00～16:00
日 10:00～15:00",072-227-8451,https://lu-na.jp/,,,,
,medical-institution,publish,77702225,28,兵庫,1,六甲アイランド甲南病院,658-0032,神戸市東灘区向洋町中2丁目11番地,月・火・木・金  9:00-11:30  のみ対応可,078-858-1111,http://kohnan.or.jp/rokko/,,,,
,medical-institution,publish,77702226,28,兵庫,1,神戸市立医療センター西市民病院,653-0013,神戸市長田区一番町2丁目4番地,"平日 9:00-11:30
（火・木曜日は9:00-10:30）",078-576-5251,,,,,
,medical-institution,publish,77702227,28,兵庫,1,医療法人社団慈恵会  新須磨病院,654-0048,神戸市須磨区衣掛町3丁目1番14号,平日（含む、土曜日） 9:00～12:00,078-735-0001,https://www.jikeikai-group.or.jp/shinsuma/,,,,
,medical-institution,publish,77702228,28,兵庫,1,医療法人社団純心会パルモア病院,650-0012,神戸市中央区北長狭通4-7-20,"１)平日および土曜: 8:30-18:00 （ただし、通常の診療時間内は予約またはご来院の順にしたがって対応します）
２)日曜祝日は当院受診歴のある方に限り10:00-
18:00の時間帯のみ対応可能  （ただし、分娩手術等のため長時間お待たせする可能性有り）",078-321-6000,http://www.palmore.or.jp/,△,△,,
,medical-institution,publish,77702229,28,兵庫,1,池田診療所,658-0001,神戸市東灘区森北町2丁目2番3号,"月曜～土曜  9:00-18:30
（祝祭日、年末年始を除く）",078-451-1331,,,,,
,medical-institution,publish,77702230,28,兵庫,1,医療法人社団産科婦人科ナカムラクリニック,658-0046,神戸市東灘区御影本町2丁目9番1号,"月・火・水・金  9:00-12:00  17:00-19:00
木・土  9:00-12:00",078-851-0031,http://www.nakamura-lc.com/,,,,
,medical-institution,publish,77702231,28,兵庫,1,山崎産科婦人科医院,658-0052,神戸市東灘区住吉東町2-4-38,"平日9：30-13：00, 15：00-18：00  土曜日9：00-12：00",078-851-6490,http://yamasaki-lc.ftw.jp,,,,
,medical-institution,publish,77702232,28,兵庫,1,こじまレディースクリニック,658-0047,神戸市東灘区御影2-32-12,平日10:00-13:00 16:00-19:00  土曜10:00-13:00,078-414-7670,http://www.kojima-lc.jp/,,,,
,medical-institution,publish,77702233,28,兵庫,1,登村レディスクリニック,658-0046,神戸市東灘区御影本町4丁目11-5,"月、水、金 9:00-12:00, 16:00-19:00
火、木、土 9:00-12:00",078-841-3599,http://www.tomura-lc.com/,,,,
,medical-institution,publish,77702234,28,兵庫,1,中島クリニック,658-0072,神戸市東灘区岡本1-13-7-202,"月～土  9:30-12:30  16:00-19:00
木・土は午前診のみ",078-431-3230,http://www.nakajima-c.jp/,,,,
,medical-institution,publish,77702235,28,兵庫,1,もりレディースクリニック,658-0003,神戸市東灘区本山北町2丁目9-7,24時間対応（自己都合により断ることもあり）,078-412-3935,http://mori-lc.jp/,◯,◯,,
,medical-institution,publish,77702236,28,兵庫,1,医療法人社団たなべ産婦人科,657-0028,神戸市灘区森後町3丁目5番30号ナタール六甲ビル6階,"平日  9:00-12:00  17:00-19:00
（木曜休み）
土曜  9:00-12:00",078-821-0303,https://www.tanabe-clinic.com/,,,,
,medical-institution,publish,77702237,28,兵庫,1,川口レディースクリニック,657-0846,神戸市灘区岩屋北町7丁目1-30-201,平日  AM9:30-12:30  PM4:00-7:00  土曜日AM9:30-2:00,078-881-8208,http://www.klady-clinic.gr.jp/,,,,
,medical-institution,publish,77702238,28,兵庫,1,亀田マタニティ・レディースクリニック,657-0051,神戸市灘区八幡町1-8-15,"外来診療時間（月・水・金  9:00-12:00  16:00-
19:00  火・木・土  9:00-12:00）",078-822-4188,https://www.kameda-c.com/,,,,
,medical-institution,publish,77702239,28,兵庫,1,雅レディースクリニック,657-0028,神戸市灘区森後町3-5-41  FTKﾋﾞﾙ2F,"平日：10：00-13：00  14：00-18：00（木曜日は休診）
土曜：10：00-13：00",078-857-0155,http://www.miyabi-lc.com/,,,,
,medical-institution,publish,77702240,28,兵庫,1,野々垣レディースクリニック,652-0897,神戸市兵庫区駅南通1丁目2-34  兵庫駅前クリニックビル5F,"月・火・木～土：9:30～11:50    月・火・金： 16:00～18:20  水：9:30～11:20,16:30～18:20
診療は予約制ですので、あらかじめ予約をお取り
ください",078-681-4103,http://nlc-hyogo.net,,,,
,medical-institution,publish,77702241,28,兵庫,1,みちもとレディースクリニック,653-0022,神戸市長田区東尻池町2丁目3-16,"平日9：30-12：30  17：00-19：00
土曜9：30-12：30  木曜  日曜休診",078-671-4050,michimoto-cl.com,,,,
,medical-institution,publish,77702242,28,兵庫,1,愛育産婦人科,654-0131,神戸市須磨区横尾1-9-2,"平日（木曜休診）と土日祝も午前診有ります 9:00～12:30。  月水金曜は午後診も有ります
16:00～19:00。",078-741-6231,http://plaza.harmonix.ne.jp/~hiraike/pc/,,,,
,medical-institution,publish,77702243,28,兵庫,1,益子産婦人科医院,654-0023,神戸市須磨区戎町3-5-15,"診療時間内月～土9：00～12：00（水曜9：00～ 11：00）
月・火・金17：00～19：00",078-732-4103,https://www.masuko-clinic.or.jp/,,,,
,medical-institution,publish,77702244,28,兵庫,1,森産婦人科医院,654-0033,神戸市須磨区東町4丁目1-23,"平日（木曜以外）  9:30-12:00  17:00-19:00
木・日・祝  対応不可    土曜  9:30-12:00",078-739-3000,,,,,
,medical-institution,publish,77702245,28,兵庫,1,清水クリニック,655-0006,神戸市垂水区本多聞6丁目28番23号,"平日  8：00-20：00
日曜  8：00-12：00",078-783-3030,https://byoinnavi.jp/clinic/71438,◯,,,
,medical-institution,publish,77702246,28,兵庫,1,竹森レディースクリニック,655-0046,神戸市垂水区舞子台2-9-10  ミサキメディカルビル2F,平日9:30-12:30 16:00-18:30、土曜日9:30-12:30,078-766-3990,http://www.takemori-lc.com/,,,,
,medical-institution,publish,77702247,28,兵庫,1,森本産婦人科クリニック,655-0051,神戸市垂水区舞多聞西5丁目1-7,月・水・金・土  9：00～12：00、16：00～19：00,078-786-1103,https://morimoto-mc.com/,,,,
,medical-institution,publish,77702248,28,兵庫,1,安部内科婦人科クリニック,651-1313,神戸市北区有野中町1-11-10  仲第一ビル,"月～木  9：00-13：00  16：00-19：00  金・土
9：00-13：00",078-984-3188,https://a.inet489.jp/abnf3188/,,,,
,medical-institution,publish,77702249,28,兵庫,1,"オカ・レディース・クリ
ニック",651-1222,神戸市北区大原3-8-1,"月・水・金  9:00-12:00  17:00-20:00  火・
木・土  9:00-12:00",078(586)2626,http://www.oka-lc.jp/,,,,
,medical-institution,publish,77702250,28,兵庫,1,"かとうレディースクリニッ
ク",651-1302,"神戸市北区藤原台中町1-2-1 北神中央ビル
307号","月火水木金日10：00-12：30  月火水16：00-18：
30  土15：00-18：00",078-595-7258,https://www.oklc.org,△,,,
,medical-institution,publish,77702251,28,兵庫,1,"医）産科・婦人科  みずと
りクリニック",651-1301,神戸市北区藤原台北町7-2-7,"月～土  9：30～13：00  月・水・金  17：30～
19：30",078-987-4103,https://mizutori-clinic.com/,,,,
,medical-institution,publish,77702252,28,兵庫,1,松岡産婦人科クリニック,651-1221,神戸市北区緑町1-6-18,"平日：9：00～12：00 18：00～20：00
土曜：9：00～12：00",078-582-0003,http://ms-cl.com,,,,
,medical-institution,publish,77702253,28,兵庫,1,"レディスクリニックヨコヤ
マ",651-1313,神戸市北区有野中町2丁目13-17,"日・月・火・木 10:00-13:00 15:00-18:00
水・金  10:00-13:00",078-987-4100,,◯,,,
,medical-institution,publish,77702254,28,兵庫,1,ゆかりレディースクリニック,650-0021,神戸市中央区三宮町1-4-9ワコーレ神戸三宮ビル3F,"月・火・木・金・土 10:00-13:00
15:30-18:30",078-391-7887,https://yukari-clinic.com,,,,
,medical-institution,publish,77702255,28,兵庫,1,坂口クリニック,650-0022,神戸市中央区元町通4丁目3-16,"月、火、水  9:00-12:00, 16:00-18:00
金  9:00-12:00, 16:00-17:30
木、土  9:00-12:00       祝・日  休",078-341-0038,,,,,
,medical-institution,publish,77702256,28,兵庫,1,渚診療所,651-0094,神戸市中央区琴ノ緒町3丁目2-1琴ノ緒ビル2F,"平日  10:00-12:00  17:00-19:00
土  16:00-17:00",078-222-2001,http://nagisa.hiho.jp/,,,,
,medical-institution,publish,77702257,28,兵庫,1,英ウィメンズクリニック,650-0021,神戸市中央区三宮町1-1-2 三宮セントラルビル,"平日 : 8:30～16:00
土日祝 : 8:30～15:00",078-392-8723,https://www.hanabusaclinic.com/,△,△,,
,medical-institution,publish,77702258,28,兵庫,1,はやし女性クリニック,650-0017,神戸市中央区楠町5-1-13,平日10：00-13：00  15：30-18：30,078-351-1688,http://www.medic-grp.co.jp/doctor/,,,,
,medical-institution,publish,77702259,28,兵庫,1,山口レディスクリニック,650-0001,神戸市中央区加納町3-4-7,"診療時間内および、
平日 19:00～20:15、土曜日 16:00～19:15
（変更する場合もございますので
詳しくは弊院のウェブサイトでご確認下さい。）",078-391-2246,https://www.lcy.jp/,,,,
,medical-institution,publish,77702260,28,兵庫,1,山下レディースクリニック,651-0086,神戸市中央区磯上通7-1-8三宮プラザWEST4F,"月火水金  10:00-20:00
木土  10:00-13:00",078-265-6475,https://www.ylc.jp/,,,,
,medical-institution,publish,77702261,28,兵庫,1,山田医院,650-0001,神戸市中央区加納町4丁目9-3,"平日  9:00-19:00
土曜  9:00-13:00",078-391-2234,,,,,
,medical-institution,publish,77702262,28,兵庫,1,山辺レディースクリニック,650-0021,神戸市中央区三宮町2丁目5-1三宮ﾊｰﾄﾋﾞﾙ5階,"平日(午前)10:00-13:00平日(午後)15:00-19:00
土曜      11:00-14:30",078-335-0555,https://yamabeclinic.com/,,,,
,medical-institution,publish,77702263,28,兵庫,1,医療法人恵友会久保みずき女性・検診クリニック,651-2273,神戸市西区糀台5丁目6-3神戸西神オリエンタルホテル内,"月・火・金  9:00-17:00
水  13:00-19:00
木  9:00-19:00",078-990-3030,https://kubomizuki.com/,,,,
