"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","openinghours"
,"岩宿クリニック","379-2311","群馬県","みどり市","みどり市笠懸町阿左美1506-3","10212","0277-46-7200","https://iwajuku-cl.jp/","月・火・水・金:9:00-12:00,15:00-18:00、木・土:9:00-12:00、※最終受付は終了時間30分前まで"
,"ときざわレディスクリニック","373-0818","群馬県","太田市","太田市小舞木町256","10205","0276-60-2580","http://tokizawa.jp/","月・水・金:9:00-12:30,16:00-18:30、火・木・土:9:00-12:30"
,"医療法人社団岩崎会岩崎医院","373-0852","群馬県","太田市","太田市新井町206","10205","0276-45-5818","http://iwasaki-kai.byoinnavi.jp/pc/","月・火・木・金・土:9:00-12:00,14:00-18:00、水:9:00-12:00"
,"イムス太田中央総合病院","373-8513","群馬県","太田市","太田市東今泉875ー1","10205","0276-37-2378","http://www.ims.gr.jp/ohta/","月・火・木・金:9:00-11:30,14:30-15:30、土:9:00-11:30"
,"松本医院","373-0812","群馬県","太田市","太田市東長岡町76","10205","0276-46-8707","http://ota-med.jp/publics/index/311/","月・火・水・金:9:00-12:30,14:00-18:00、土:9:00-12:30"
,"たから女性クリニック","373-0036","群馬県","太田市","太田市由良町2340-1","10205","0276-32-2159","http://takara4lc.g1.xrea.com/","平日:9:00-12:00,15:00-18:00、土:9:00-12:00"
,"公立館林厚生病院","374-8533","群馬県","館林市","館林市成島町262-1","10207","0276-72-3140","http://www.tatebayashikoseibyoin.jp/","平日:9:00-11:00,13:30-15:00"
,"土井レディスクリニック","374-0043","群馬県","館林市","館林市苗木町2599-128","10207","0276-72-8841","http://www.doi-ladies.com/","月・水・木・金:9:00-12:00,15:00-17:30、火・土:9:00-12:00"
,"医療法人社団真中医院","374-0024","群馬県","館林市","館林市本町3-4-5","10207","0276-72-1630","http://www.med-manaka.org/","月・火・水・金・土:9:00-12:30,14:30-17:30、木:9:00-12:00"
,"医療法人瑞称会くれはの里レディースクリニック","563-0022","大阪府","池田市","大阪府池田市旭丘2-4-17","27204","072-748-1122","http://www.kurehanosato.jp","9:30-12:30(火・水・木・土)15:30-19:00(月・火・木・金)"
,"箕面市立病院","562-0014","大阪府","箕面市","大阪府箕面市萱野5-7-1","27220","072-728-2001","https://minoh-hp.jp/","平日・土日祝日 0:00-23:59"
,"共立さわらぎ産婦人科","562-0025","大阪府","箕面市","大阪府箕面市粟生外院6-3-5","27220","072-726-1103","http://www.sawaragi-hosp.jp/","平日9:00-19:00、土曜9:00-16:00"
,"松崎産婦人科クリニック","563-0055","大阪府","池田市","大阪府池田市菅原町3-1ステーションN2階 202号ー2","27204","072-750-2025","http://www.matsuzaki-clinic.com","平日9:00-12:00、16:30-19:30土曜9:00-12:00"
,"川口レディースクリニック","563-0048","大阪府","池田市","大阪府池田市呉服町1-1サンシティ池田305","27204","072-753-5888","https://kawaguchi-ladies.com","月-土9:00-12:00月、木14:30-17:30火、金17:00-20:00"
,"医療法人徳洲会吹田徳洲会病院","565-0814","大阪府","吹田市","大阪府吹田市千里丘西21-1","27205","06-6878-1110","https://www.suita.tokushukai.or.jp","平日 9:00-17:00土曜 9:00-12:00"
,"大阪府済生会吹田病院","564-0013","大阪府","吹田市","大阪府吹田市川園町1-2","27205","06-6382-1521","https://www.suita.saiseikai.or.jp","日勤、当直(24時間可能)"
,"大阪府済生会千里病院","565-0862","大阪府","吹田市","大阪府吹田市津雲台1丁目1-6","27205","06-6871-0121","http://www.senri.saiseikai.or.jp","平日 9:00-17:00土曜 9:00-12:00※院外処方対応のみ"
,"市立吹田市民病院","564-8567","大阪府","吹田市","大阪府吹田市岸部新町5-7","27205","06-6387-3311","https://www.suitamhp.osaka.jp","平日 8:30-11:00"
,"医療法人ボンヌサンテ宇田レディースクリニック","565-0854","大阪府","吹田市","大阪府吹田市桃山台5丁目2-3アザール桃山台3階","27205","06-6833-0558","http://www.eonet.ne.jp/~bonnesante/index.html","月・火・水・金曜9:00-12:00、16:00-19:00土曜 9:00-12:00"
,"飯藤産婦人科","564-0041","大阪府","吹田市","大阪府吹田市泉町5丁目6-6","27205","06-6388-0141","http://www.iito.jp","月~土曜 9:00-13:00月・水・金曜 17:30-19:30"
,"いとうレディースクリニック","565-0844","大阪府","吹田市","大阪府吹田市千里山霧が丘1-5-101","27205","06-6369-7333","http://ito-lc.com","平日 9:00-12:30、15:00-19:00土曜 9:00-16:00"
,"医療法人社団公仁会城クリニック","564-0031","大阪府","吹田市","大阪府吹田市元町26-10","27205","06-6381-2281","http://www.jyo-clinic.jp","月~土曜 9:00-12:00月曜 13:00-19:00火・水・金曜 16:30-19:00"
,"医療法人琢生会神田マタニティクリニック","564-0063","大阪府","吹田市","大阪府吹田市江坂町3丁目31-5","27205","06-6330-1135","http://www.kanda-mc.com","月~金曜 9:00-12:00、17:00-19:00土曜 9:00-12:00、14:00-16:00"
,"医療法人琢生会神田マタニティクリニック分院","564-0053","大阪府","吹田市","大阪府吹田市江の木町5-26プラトゥビル3階","27205","06-6339-7241","http://www.kandaclinic.com","月・火・水・金・土曜 9:30-13:00月・金曜 14:30-16:30月・水曜 17:30-20:00"
,"医療法人優美会吉井クリニック","564-0051","大阪府","吹田市","大阪府吹田市豊津町1-21エサカ中央ビル5階","27205","06-6388-0110","http://www.yoshiiclinic.jp/","月・火・水・金・土曜 10:00-13:00月・火・水・金曜 15:00-19:00"
,"加藤レディースクリニック","565-0862","大阪府","吹田市","大阪府吹田市津雲台5丁目19-18千里つくも医療ビル2階","27205","06-6871-1010","http://www.kato-ladies.com","月・火・水・金・土曜 9:00-12:00月・火・金曜 17:30-19:30"
,"かまちレディースクリニック","565-0855","大阪府","吹田市","大阪府吹田市佐竹台1丁目4-1クリニックモール南千里 201号","27205","06-6170-9129","http://kamachi-ladies.com","月・火・木・金曜 9:00-12:00、15:30-18:30水・土曜 9:00-12:00"
,"医療法人玉樹会 玉田レディースクリニック","564-0018","大阪府","吹田市","大阪府吹田市岸部新町5-25健都メディカルビル2階","27205","06-4860-6622","http://www.tamada-cl.com","月・火・金曜 9:30-13:00、16:00-19:30木曜 16:00-19:30土曜 9:00-14:30"
,"西田ヒロ子クリニック","564-0063","大阪府","吹田市","大阪府吹田市江坂町1丁目21-39-303土泰第一ビル3階","27205","06-6380-1651","http://hiroko-clinic.jp","月~土曜 9:30-13:00月・火・木・金曜 16:00-19:00"
,"林田レディースクリニック","565-0874","大阪府","吹田市","大阪府吹田市吉江台4丁目2-60北千里医療ビル5階","27205","06-4863-5773","ー","月・火・水・金曜 9:30-12:00、14:00-17:00土曜 9:30-12:00"
,"みさき医院","564-0011","大阪府","吹田市","大阪府吹田市岸部南2丁目1-6","27205","06-6381-6022","ー","月・火・水・金曜9:00-12:00、17:00-19:00土曜 9:00-12:00"
,"吉本婦人科クリニック","564-0082","大阪府","吹田市","大阪府吹田市片山町1丁目3-5シルバーマンションII2階","27205","06-6337-0260","http://www.yoshimoto-clinic.net","平日 9:00-12:30、16:00-17:00土曜 9:00-13:00"
,"医療法人 恵仁会 田中病院","567-0861","大阪府","茨木市","大阪府茨木市東奈良3-16-31","27211","072-635-5831","info@tanaka-hsp.or.jp","平日 9:00~12:30 17:30~19:30土曜 9:00~12:30"
,"医療法人恒昭会 藍野病院","567-0011","大阪府","茨木市","大阪府大阪府茨木市高田町11番18号","27211","072-627-7611","http://www.koshokai.or.jp/aino/","月(13:30~15:30)水( 9:00~12:00)金(13:30~15:30)"
,"医療法人和倉会 サンタマリア病院","567-0884","大阪府","茨木市","大阪府茨木市新庄町13-15","27211","072-627-3459","st-main@santamaria-med.jp","月~土:9:00~12:00月・火・木・金:14:00~17:00"
,"社会福祉法人恩賜財団大阪府支部大阪府済生会茨木病院","567-0035","大阪府","茨木市","大阪府茨木市見付山2-1-45","27211","567-0035","https://www.ibaraki.saiseikai.or.jp/","平日 9:00~17:00土曜日 9:00~12:30(第三土曜日を除く)"
,"友紘会総合病院","567-0058","大阪府","茨木市","大阪府茨木市西豊川町25番1","27211","072-641-2488","http://www.yukoukai.com/","平日:9:00~17:00土日祝:9:00~12:00"
,"医療法人 大崎医院","567-0817","大阪府","茨木市","大阪府茨木市別院町7番33号","27211","072-624-5087","www.osaki-clinic.net","平日:9:00~12:30,17:00~19:30水・土:午前のみ"
,"医療法人 加藤産婦人科クリニック","618-0014","大阪府","島本町","大阪府三島郡島本町水無瀬1丁目14-13","27301","075-962-3355","a-osan.com","緊急時は24時間"
,"医療法人輝ジュンレディースクリニック千里丘","566-0001","大阪府","摂津市","大阪府摂津市千里丘2丁目15番16号","27224","06-6330-3203","http://www.jun-lc.com","24時間"
,"医療法人橘井会 江川産婦人科医院","567-0801","大阪府","茨木市","大阪府茨木市総持寺2丁目1番5号","27211","072-625-3675","egawa-lc.net","月・水・金:9:00~12:00、17:00~19:30火・木・土:9:00~12:00"
,"医療法人稲風会 鈴木医院","567-0888","大阪府","茨木市","大阪府茨木市駅前3丁目5番21号","27211","072-624-1113","http://suzuki-clinic.fm","月~土:9:00~12:30火・木・土:13:00~14:45月・木・金:17:30~19:15"
,"奥田産婦人科","567-0815","大阪府","茨木市","大阪府茨木市竹橋町15番8号","27211","072-622-5253","www.okd-sanfujinka.com/index.html","平日:9:00~12:00、17:00~20:00土:9:00~12:00"
,"きどレディースクリニック","567-0828","大阪府","茨木市","大阪府茨木市舟木町15番6号","27211","072-635-6366","―","月・火・木~土:9:00~12:30月・水・金:16:30~18:30火:15:00~17:30"
,"学校法人関西医科大学関西医科大学総合医療センター","570-8507","大阪府","守口市","守口市文園町10番15号","27209","06-6992-1001","http://www.kmu.ac.jp/takii/","平日 8:30~11:30"
,"医療法人慈心会栗林クリニック","571-0057","大阪府","門真市","門真市元町4-5","27223","06-6909-2060","http://Kuri-clinic.or.jp","月水金   9:30~12:30 17:00~19:00木土    9:30~12:30"
,"医療法人飯藤産婦人科","571-0030","大阪府","門真市","門真市末広町2-7","27223","06-6909-0815","http://iito.or.jp","平日 9:00~13:30 18:00~20:00土   9:00~13:00"
,"医療法人神谷産婦人科医院","571-0046","大阪府","門真市","門真市本町25番8号","27223","06-6908-5156","http://kamiya-clinic.or.jp","月火金 9:00~19:00水 9:00~13:00  17:00~19:00土 9:00~15:00"
,"金子産婦人科","571-0068","大阪府","門真市","門真市大倉町6番14号","27223","06-6901-3631","http://www.kanekolc.jp/","月~土 9:00~12:00月・水・金 14:00~17:00火・木 17:00~19:00"
,"桑名クリニック","570-0076","大阪府","守口市","守口市滝井西町1-5-5","27209","06-6993-0785","http://www.moriguchi-med.or.jp/kuwana/","月火木金土 10:00~12:00 17:00~19:00水        17:00~19:00"
,"医療法人徳洲会 野崎徳洲会病院","574-0074","大阪府","大東市","大東市谷川2丁目10番50号","27218","072-874-1641","https://nozaki.tokushukai.or.jp/","月・火・水・金 9:00~17:00木 9:00~12:00"
,"医療法人仁久会 藤原産婦人科","576-0042","大阪府","交野市","交野市梅が枝44番3号","27230","072-892-0341","http://www.asahi-net.or.jp/~td6y-fjwr/profile.html","月・火・木・金・土 9:00~12:00月・火・金 17:30~19:30"
,"医療法人はと産婦人科","576-0022","大阪府","交野市","交野市藤が尾4丁目3-16","27230","072-891-4103","https://www.hatosanhujinka.jp/","月~金 9:00~12:00月・火・木・金 17:00~20:00"
,"天の川レディースクリニック","576-0041","大阪府","交野市","交野市私部西2丁目3番15号","27230","072-892-1124","http://amanogawa-ivf.com/","予約制月・火・水(第1、3)・金・土 9:30~12:15月 16:30~19:15金 16:30~18:15"
,"医療法人 たかばたけウィメンズクリニック","574-0033","大阪府","大東市","大東市扇町4番18号","27218","072-873-6671","http://www.takabatake-cl.net/","月~土 9:00~12:30月・火・木・金 16:30~19:30"
,"医療法人 小林医院 (HPには小林産婦人科クリニックと記載)","574-0046","大阪府","大東市","大東市赤井2丁目2番20号","27218","072-872-0268","http://www.kobayashi-clinic.or.jp/","24時間対応可能。ただし分娩がある場合は診察時間外不可の場合もある。"
,"医療法人三和会 福田産婦人科医院","575-0002","大阪府","四條畷市","四條畷市岡山1丁目4-7","27229","072-862-0621","http://www.fukuda-lc.com/","月~土 9:00~12:00月~金 18:00~20:00"
,"ふくだクリニック","575-0051","大阪府","四條畷市","四條畷市中野本町8-39","27229","072-862-1156","http://web1.kcn.jp/dream/fukuda/","月~土 8:30~12:00月・木・金 16:30~19:30"
,"江藤クリニック","583-0861","大阪府","羽曳野市","羽曳野市西浦1242番6号","27222","072-956-8881","","月火水木金土 9:00~13:00月火木金 17:00~20:00"
,"いしどレディースクリニック","583-0885","大阪府","羽曳野市","羽曳野市南恵我之荘1丁目1番29号","27222","072-959-7123","","月火木土 8:30~13:00水 8:30~12:00月火水木 17:00~19:30"
,"医療法人光仁幸会 西本産婦人科","580-0016","大阪府","松原市","松原市上田3-7-25","27217","072-331-0512","","月火水金土 9:00~12:00月火水金 16:30~19:30"
,"医療法人平成会平松産婦人科クリニック","583-0024","大阪府","藤井寺市","藤井寺市藤井寺1-6-1","27226","072-955-8881","","月火水木金土 9:00~13:00月火木金 17:00~20:00"
,"医療法人 船内クリニック","583-0024","大阪府","藤井寺市","藤井寺市藤井寺1-9-8","27226","072-955-0678","","月火水木金 9:00~12:00月火水木 17:00~19:00"
,"岡本産婦人科医院","582-0006","大阪府","柏原市","柏原市清洲2丁目3-41","27221","072-972-1110","","月火水金土 9:30~12:00月火水金 14:00~18:00"
,"市立柏原病院","582-0005","大阪府","柏原市","柏原市法善寺1-7-9","27221","072-972-0885","http://www.hospital-kashiwara-osaka.jp/","平日9:00-16:00"
,"PL病院","584-8585","大阪府","富田林市","大阪府富田林市新堂2204","27214","0721-24-3100","http://www.plhospital.or.jp","24時間"
,"独立行政法人国立病院機構 大阪南医療センター","586-8521","大阪府","河内長野市","大阪府河内長野市木戸東町2番1号","27216","0721-53-5761","https://osakaminami.hosp.go.jp/","平日8:30-11:00"
,"医療法人てらにしレディースクリニック","589-0008","大阪府","大阪狭山市","大阪府大阪狭山市池尻自由丘1丁目2-1","27231","072-367-0666","http://www.teranishiladiesclinic.com/","月~土9:00-12:00月~木土14:00-16:00月木17:00-19:00"
,"医療法人英駿会斉藤ウィメンズクリニック","584-0074","大阪府","富田林市","大阪府富田林市久野喜台1-17-8","27214","0721-40-1151","http://www.saitou-womens-clinic.com/","月火水金9:00-12:30、17:00-19:30木土9:00-12:30"
,"医療法人澤井産婦人科澤井レディースクリニック","584-0005","大阪府","富田林市","大阪府富田林市喜志町3-1-22","27214","0721-26-3001","http://www.sawai-ladies-clinic.com","24時間"
,"医療法人典彰会あやレディースクリニック","584-0086","大阪府","富田林市","大阪府富田林市津々山台2丁目10-1-101","27214","0721-28-1088","http://www.aya-ladies.com","月火木8:30-12:00、16:30-19:30金土8:30-12:00"
,"たけい産婦人科クリニック","584-0071","大阪府","富田林市","大阪府富田林市藤沢台1-4-1","27214","0721-28-4103","","平日9:30-21:30、17:00-19:30土9:30-13:00"
,"ナカノレディスクリニック","586-0091","大阪府","河内長野市","大阪府河内長野市北貴望ヶ丘3-20","27216","0721-53-1635","","月水金9:00-12:00、17:00-20:00火土9:00-12:00"
,"医療法人老木レディスクリニック2","594-1157","大阪府","和泉市","和泉市あゆみ野一丁目4番1号","27219","0725-51-0111","http://oiki.jp","平常外来診察時間内"
,"清水産婦人科医院","594-0013","大阪府","和泉市","和泉市鶴山台2丁目1番地3号棟104号","27219","0725-43-5410","","診療時間内"
,"ふみのレディースクリニック","594-0041","大阪府","和泉市","和泉市いぶき野五丁目1-2PIVO和泉中央2F","27219","0725-56-7031","http://www.fumino-lc.com","月・火・木・金・土AM9:30~11:30 PM15:00~17:30※土曜日AMのみ 水・日・祝休診"
,"まんだいレディースクリニック","594-0076","大阪府","和泉市","和泉市肥子町1丁目10-37みどりビル3F","27219","0725-40-6088","","平日9:00~12:30 16:00~18:30木・土 9:00~12:30"
,"医療法人蒼鷹会川島クリニック","595-0024","大阪府","泉大津市","泉大津市池浦町四丁目5番41号","27206","0725-23-5600","http://kawashimaclinic.jp","月火金9:15~12:00 16:00~18:00水木土 9:15~12:00"
,"清水レディースクリニック","595-0026","大阪府","泉大津市","泉大津市東雲町3-8","27206","0725-20-0170","","9:00~12:00 17:00~19:00水曜休診 土曜9:00~12:00"
,"医療法人沢田レディースクリニック","592-0005","大阪府","高石市","高石市千代田1丁目26番19号","27225","072-267-5200","http://www.sawada-ladies.com/","平日(水以外)9:00~12:00 17:00~19:00土曜日 9:00~12:00"
,"医療法人育佑会石田医院","592-0002","大阪府","高石市","高石市羽衣1丁目10番11号","27225","072-261-1313","http://www.ishida-iin.com/","(月・火・水・金)9:00~12:00,16:30~19:30(土)9:00~12:00"
,"八木レディースクリニック","595-0805","大阪府","忠岡町","泉北郡忠岡町忠岡東1丁目22番39号","27341","0725-20-0312","http://www.yagi-lc,com","月火水金土:9:00~12:00月火水金:16:00~18:30"
,"泉大津市立病院","595-0027","大阪府","泉大津市","泉大津市下条町16-1","27206","0725-32-5622","http://www.hosp-ozu-osaka.jp","平日8:30~16:30"
,"社会医療法人啓仁会咲花病院","594-1105","大阪府","和泉市","和泉市のぞみ野1-3-30","27219","0725-55-1919","http://www.sakibana.or.jp/","平日 9:00~17:00土曜日 9:00~12:00"
,"市立貝塚病院","597-0015","大阪府","貝塚市","大阪府貝塚市堀3丁目10番20号","27208","072-422-5865","ー","受付時間:平日8:30-15:00 土曜日8:30-11:00診療時間:平日9:00-17:00 土曜日9:00-12:00"
,"医療法人秋桜会おさきマタニティクリニック","597-0015","大阪府","貝塚市","大阪府貝塚市堀2丁目19番15号","27208","072-423-1103","https://www.osaki-mc.com/","診察時間内"
,"あかね・レディースクリニック","597-0082","大阪府","貝塚市","大阪府貝塚市石才552","27208","072-436-3541","https://www.akane-lc.com/","24時間"
,"久松マタニティークリニック","596-0076","大阪府","岸和田市","大阪府岸和田市野田町1-11-1","27202","072-422-3006","https://www.hisamatsu-hp.org","平日  9:00-12:00土曜日 9:00-12:00水・金曜日 17:30-19:30"
,"浦川産婦人科","596-0821","大阪府","岸和田市","大阪府岸和田市小松里町461-9","27202","072-445-0525","-","平日8:50-12:50/16:50-19:50土曜8:50-12:50"
,"岸和田徳洲会病院","596-8522","大阪府","岸和田市","岸和田市加守町4-27-1","27202","072-445-9915","https://kishiwada.tokushukai.or.jp","平日8:00-16:30土曜日8:00-11:30"
,"医療法人定生会 谷口病院","598-0043","大阪府","泉佐野市","大阪府泉佐野市大西1-5-20","27213","072-463-3232","https://www.taniguchi-hp.org/","24時間"
,"医療法人 笠松産婦人科・小児科","599-0211","大阪府","阪南市","大阪府阪南市鳥取中192-2","27232","072-471-3222","http://www.kasamatsu-sanfujinka.or.jp/","診察時間内"
,"みむらレディースケアクリニック","590-0451","大阪府","熊取町","大阪府泉南郡熊取町野田3-353-4","27361","072-451-0377","https://mimura-lcc.com/","平日 9:00-12:00 17:00-19:00土曜 9:00-12:00"
,"辻レディースクリニック","599-0203","大阪府","阪南市","大阪府阪南市黒田590サンギャラリー2F","27232","072-470-0125","http://tsuji-clinic.info/","月,水,金 9:00-12:00 16:00-19:00火,土,日 9:00-12:00"
,"医療法人きらめき会ながまつレディースクリニック","599-0204","大阪府","阪南市","大阪府阪南市鳥取628-1","27232","072-472-3788","https://www.ladies-clinic.jp/","基本:診察時間内その他の時間要連絡"
,"医療法人井阪会 レオゲートタワーレディースクリニック","598-0048","大阪府","泉佐野市","大阪府泉佐野市りんくう往来北1りんくうゲートタワービル18階","27213","072-460-2800","https://lglc.jp/","平日,土,祝日 9:00-12:30月,火,木,金 16:30⊶19:30"
,"愛染橋病院","556-0005","大阪府","大阪市浪速区","大阪市浪速区日本橋5-16-15","27111","06-6633-2801","http://www.aizenen.or.jp/byouin/","平日8:30~15:00土曜日8:30~11:00"
,"奥野病院","545-0001","大阪府","大阪市阿倍野区","大阪市阿倍野区天王寺町北2-31-4","27119","06-6719-2200","http://www.okuno.abeno.osaka.jp","月~土:9:00-12:00金17:00-19:00"
,"大阪府済生会中津病院","530-0012","大阪府","大阪市北区","大阪市北区芝田2-10-39","27127","06-6372-0333","http://www.nakatsu.saiseikai.or.jp/","平日9:00-17:00"
,"社会医療法人愛仁会 千船病院","555-0034","大阪府","大阪市西淀川区","大阪市西淀川区福町3-2-39","27113","06-6471-9541","https://www.chibune-hsp.jp/","平日 9:00~17:00"
,"地方独立行政法人大阪府立病院機構大阪急性期・総合医療センター","558-8558","大阪府","大阪市住吉区","大阪府大阪市住吉区万代東3-1-56","27120","06-6692-1201","https://www.gh.opho.jp/","平日(通常):8:30~11:00平日(緊急):11:00~17:00平日(時間外):17:00~翌日9:00休診日:9:00~翌日9:00"
,"大阪暁明館病院","554-0012","大阪府","大阪市此花区","大阪市此花区西九条5-4-8","27104","06-6462-0261","http://www.gyoumeikan.or.jp/","平日8:30-15:00土8:30-11:30"
,"大阪市立十三市民病院","532-0034","大阪府","大阪市淀川区","大阪市淀川区野中北2-12-27","27123","06-6150-8000","http://www.osakacity-hp.or.jp/juso/","平日8:45~17:15"
,"医療法人飯島会産科婦人科飯島病院","542-0082","大阪府","大阪市中央区","大阪市中央区島之内2-15-4","27128","06-6211-4114","https://www.iijima-hospital.or.jp/","平日 9:00~13:00 17:00~20:00土曜 9:00~13:00"
,"医療法人愛賛会浜田病院","547-0024","大阪府","大阪市平野区","大阪市平野区瓜破1-6-9","27126","06-6708-7200","http://www.hamada.or.jp","月~土9:00-11:30月~土14:00-15:30水17:00-19:00"
,"なにわ生野病院","556-0014","大阪府","大阪市浪速区","大阪府大阪市浪速区大国1丁目10-3","27111","06-6632-9915","http://koudoukai.or.jp/naniwa-hp/","火・金曜日9:00~12:00、水・金曜日14:00~17:00"
,"社会医療法人 協和会加納総合病院","531-0041","大阪府","大阪市北区","大阪市北区天神橋7-5-15","27127","06-6351-5381","http://www.heartfull.or.jp/","月・火・水・木・金 9:00-11:30"
,"関西電力病院","553-0003","大阪府","大阪市福島区","大阪市福島区福島2-1-7","27103","06-6458-5821","https://kanden-hsp.jp/","平日 9:00~17:00夜間および土・日・祝の当直帯においては当直医により専門領域が異なるため事前に電話確認要。"
,"医療法人国崇会北中レディースクリニック","530-0001","大阪府","大阪市北区","大阪市北区梅田2丁目2番2号ヒルトンプラザウエスト4F","27127","06-6348-1404","https://kitanaka-ladies.net/","月水木金土祝11:00-13:30月火水木金土祝15:00-20:00"
,"志村ウィメンズクリニック","530-0017","大阪府","大阪市北区","大阪市北区角田町8番47号阪急グランドビル22階","27127","06-6316-1132","http://www.shimura-wc.com/","月火水木金土 9:00-12:30月火水金 16:00-19:30"
,"ふくだあやレディースクリニック・ひろつぐ出生前診断クリニック","530-0038","大阪府","大阪市北区","大阪市北区紅梅町1番6号カザリーノビル1階","27127","06-6354-0088","info@fukuda-aya.com","平日土日10:00-18:00"
,"東梅田かなもりクリニック","530-0051","大阪府","大阪市北区","大阪市北区太融寺町6番8号阪急産業ウメダビル9階","27127","06-6755-4501","https://www.umeda-gyne.com/","月水木金13:00-16:00、17:30-21:00火17:30-21:00  土15:00-19:00日祝13:00-17:00"
,"医療法人 ケイズ会 茶屋町レディースクリニック","530-0013","大阪府","大阪市北区","大阪市北区茶屋町2番19号JPR茶屋町ビル4F","27127","06-6359-7771","https://www.chayamachi.net/","平日10:00-13:00 15:00-19:30土日10:00-14:00水曜午前、祝休診"
,"医療法人ケイズ会 茶屋町レディースクリニック分院","530-0013","大阪府","大阪市北区","大阪市北区茶屋町12番6号エスパシオン梅田ビル7階","27127","06-6375-7772","https://annex.chayamachi.net/","平日10:00-13:00 15:00ー19:30土10:00-14:00 金・日・祝休診"
,"南森町レディースクリニック","530-0041","大阪府","大阪市北区","大阪市北区天神橋2丁目5番25号若杉グランドビル本館1階","27127","06-6356-2824","http://mm-clinic.net/","平日10:00-19:00土祝10:00-14:00(木曜日 休診)"
,"医療法人 天神橋ゆかこレディースクリニック","530-0041","大阪府","大阪市北区","大阪市北区天神橋6-6-11エレガントビル大阪2F","27127","06-6314-6651","https://ten-lc.com/","平日9:30-13:00 15:00-18:00土水9:30-13:00"
,"いわいレディースクリニック","530-0041","大阪府","大阪市北区","大阪市北区天神橋4丁目11番6号ミクシィーワンビル3階","27127","06-6882-8686","http://www.iwai-lc.com/","月-土9:30-13:30月火水金17:00-19:00"
,"川島産婦人科クリニック","530-0041","大阪府","大阪市北区","大阪市北区天神橋5丁目5番23号","27127","066351-2374","http://www.kawashima-lc.net/","24時間"
,"医療法人聖誕会 うめだファティリティークリニック","531-0072","大阪府","大阪市北区","大阪市北区豊崎3丁目17番6号","27127","06-6371-0363","https://umeda-fc.org/","平日9:30-11:30 13:30-15:00"
,"まつおかレディースクリニック","531-0072","大阪府","大阪市北区","大阪市北区豊崎3丁目20番10号大明ビル2F","27127","06-6377-8601","https://matsuoka-lcl.com/","平日9:30-18:30土9:00-12:00"
,"うまみ美容クリニック","530-0003","大阪府","大阪市北区","大阪市北区堂島2丁目1番31号京阪堂島ビル3階","27127","06-6345-7480","https://umami-bc.com/","10:00-19:00(正月3が日を除く年中無休)"
,"医療法人さたクリニック","531-0062","大阪府","大阪市北区","大阪市北区長柄中1丁目5番16号グランドール有本1階","27127","06-6358-2503","http://sataclinic.com/","平日9:30-15:00土9:00-13:00"
,"木村クリニック","530-0047","大阪府","大阪市北区","大阪市北区西天満4丁目12番17号サンキムラビル6F","27127","06-6365-9646","―","平日9:30-11:30 16:30-18:00土9:30-11:30"
,"川端産婦人科","534-0015","大阪府","大阪市都島区","大阪市都島区善源寺町2丁目2番22号善源寺メディカルモール2F","27102","06-6925-6603","http://kwc-obgyn.byoinnavi.jp/sp/","月木金9:30-12:00 14:00-18:30土9:30-12:00 13:00-15:00日10:00-12:00 13:00-15:00(いずれも30分前受付)"
,"しおじレディースクリニック","534-0024","大阪府","大阪市都島区","大阪市都島区東野田町2丁目3番19号MFK京橋駅前ビル3F","27102","06-6355-5010","https://shioji-clinic.com/","月火水金9:00-12:30 16:30-19:00木土9:00-12:30"
,"小林産婦人科","534-0014","大阪府","大阪市都島区","大阪市都島区都島北通1丁目14番24号","27102","06-6924-0934","―","平日9:00-13:30 17:00-19:00土9:00-13:30ただし平日は木のみ9:00-13:30"
,"医療法人 猿渡レディスクリニック","553-0007","大阪府","大阪市福島区","大阪市福島区大開1丁目2番4号","27103","06-6461-9059","https://sawatari-clinic.net","月~土 9:00-12:00月・火・水・金 16:30-19:30日・祝 休診"
,"まさこレディースクリニック","553-0004","大阪府","大阪市福島区","大阪市福島区玉川4丁目3番20号","27103","066459-5277","―","月火水金土9:30-13:00月水金16:00-18:00(受付時間 30分前)"
,"医療法人 弘正会 ちもりメディカルクリニック","553-0005","大阪府","大阪市福島区","大阪市福島区野田3丁目12番14号ソフィアコート野田1階","27103","06-6467-5200","http://www.chimori.com/","月水金9:15-12:30 14:00-17:30火土9:15-12:30"
,"医療法人 木本会 鈴木産婦人科","554-0021","大阪府","大阪市此花区","大阪市此花区春日出北2丁目6番8号","27104","06-6461-0623","http://www.suzukiog.net/","月火水金9:00-19:00木土9:00-12:00"
,"医療法人勇拓会 牧野レディースクリニック","554-0014","大阪府","大阪市此花区","大阪市此花区四貫島2丁目4番3号","27104","06-6461-0308","―","診察時間内"
,"医療法人 美龍会 はやしレディース肛門・泌尿器クリニック","542-0061","大阪府","大阪市中央区","大阪市中央区安堂寺町2丁目6番3号アイズワンIII2階","27128","06-6770-5514","https://hayashi-lady.com/","10:00-13:00 16:00-20:00(水日以外)"
,"医療法人栗山クリニック","541-0057","大阪府","大阪市中央区","大阪市中央区北久宝寺町2丁目5番5号ロベルビル2F","27128","06-6251-2556","―","平日9:30-17:45 水曜9:30-13:15木曜9:30-11:45 土曜・月2回診療電話で確認お願いします。"
