custom_website,custom_address,custom_memo_available_datetime,custom_postalcode,custom_phone,post_title,tax_is_open_sunday,tax_is_open_holiday
http://kemigawa-c.com,千葉県千葉市花見川区検見川町5-2082-8,月・火・水・金8:45-12:30   14:00-18:00   木・土8:45-12:30,262-0023,043-273-2233,検見川ウィメンズクリニック,×,×
http://www.muneta.org,千葉県市原市根田320-7,平日・土日 24時間,290-0024,0436-24-4103,宗田マタニティクリニック,◯,◯
,千葉県千葉市緑区あすみが丘1-19-2 大森ビル3F,月・木・土曜日 9:00-12:00 15:00-17:00,267-0066,043-309-7113,みねた婦人科クリニック,×,×
lck.jp,千葉県松戸市根本453-3,平日9:45-17:40(初診)   土曜・第1日曜 9:45-13:40(初診),271-0077,047-703-7811,レディースクリニックK,×,×
http://www.kameda.com,千葉県鴨川市東町1344,月~土8:00-10:30 (上記時間以外、及び日曜・祝日は亀田総合病院救急外来で受付),296-0041,04-7099-2211,医療法人鉄蕉会 亀田クリニック,×,×
http://www.harunari.com/index.html,千葉県佐倉市大崎台1-9-2,火・水・金9:00-12:00   15:30-17:30   月・土9:00-12:00,285-0817,043-483-0303,春成祥子レディースクリニック,×,×
http://www.maki-ladiesclinic.com,千葉県習志野市津田沼1-2-8,月・火・金9:30-12:30   14:00-18:30  水・木・第1日曜  9:30-12:30 土9:30-12:30   14:00-16:30,275-0016,047-403-1177,真希レディースクリニック,×,×
http://www.hikita-clinic.co.jp/,千葉県八街市榎戸656-4,平日9:00-12:00  15:00-17:30  木・土9:00-12:00,289-1106,043-444-7300,医療法人社団良友会 ひきたクリニック,×,×
なし,千葉県八千代市大和田291,月・火・木・金9:00-12:00   14:00-16:00 水・土9:00-12:00,276-0045,047-482-2407,藤縄産婦人科医院,×,×
0,千葉県成田市公津の杜3-43-1,平日9:00-12:00 15:00-17:00  土9:00-12:00,286-0048,0476-27-0303,松岸レディスクリニック,×,×
0,千葉県船橋市宮本2-2-2,平日9:00-18:30   土曜9:00-12:00,273-0003,047-424-6266,北島産婦人科医院,×,×
0,千葉県木更津市富士見2-3-2,日・土9:00-11:30  14:00-16:00   月・木14:00-18:30,292-0831,0438-40-5240,メープル木更津クリニック,◯,×
www.sou-clinic.com,千葉県四街道市大日741-3,月・水・金9:00-11:30  14:00-16:30   火・土・日9:00-11:30,284-0001,043-424-1103,医療法人社団 そうクリニック,×,×
0,千葉県東金市廣瀬173番地,9:00-12:00  14:00-17:00  休診:日・祝・木,283-0041,0475-58-6000,医療法人社団育慈会 岩佐産婦人科医院,×,×
0,千葉県香取市北2-4-4,平日8:30-11:30   14:00-17:30   土8:30-11:30  14:00-17:30,287-0002,0478-52-2032,木村医院,×,×
https://www.okawa-hospital.jp,千葉県松戸市馬橋1902,平日8:30-12:00  14:30-17:00   土8:30-12:00,271-0051,047-341-3011,大川レディースクリニック,×,×
https://www.watanabeiinhigashimatudo.com/,千葉県松戸市東松戸2-26-1,月・木9:00-11:30   15:00-17:30   火15:00-17:30   土9:00-12:00  15:00-17:00,270-2225,047-711-8366,医療法人社団 わたなべ医院東松戸,×,×
http://www.motoyawata-lc.com/,千葉県市川市八幡3-3-3 ターミナルシティ本八幡アイビスB1F,平日9:30-19:00  土9:30-13:00   日・祝は休み,272-0021,047-322-7755,本八幡レディースクリニック,×,×
toranoco.net,千葉県千葉市稲毛区小仲台2-3-15,外来の時間帯,263-0043,043-285-1110,稲毛とらのこ産婦人科,×,×
0,千葉県浦安市北原3-34-16,平日(月・火・木・金)9:00-12:30  15:00-18:00  土9:00-12:3014:00-17:00  (基本的には予約制),279-0002,047-351-0303,さち子レディースクリニック,×,×
http://www5a.biglobe.ne.jp/~rosendo/,千葉県八千代市勝田台北1-10-9 CREA勝田台2F,月・金9:30-12:00  15:30-18:00  火・木・土9:30-12:00,276-0020,047-486-8643,医療法人社団厚友会 露仙堂クリニック,×,×
http://miraiwcl.com,千葉県印西市原4-2-2,平日9:00-13:00   15:00-18:00   土9:00-13:00   14:00-17:00,270-1335,0476-40-1200,医療法人社団愛弘会 みらいウィメンズクリニック,×,×
www.lc-nakagawa.or.jp,千葉県千葉市稲毛区稲毛東3-8-20,平日9:00-18:00   土9:00-18:00,263-0031,043-243-9249,中川産婦人科,×,×
endoclinic.mamacaremail.info,千葉県我孫子市我孫子1-13-6 2F,平日9:00-12:30  15:00-18:30   土9:00-13:00,270-1166,04-7199-8702,遠藤レディースクリニック,×,×
udagawa-fujinka.com,千葉県千葉市花見川区花園1-19-7,平日9:00-11:30  14:30-16:30  土9:00-11:30  (水・日・祝祭日は不可),262-0025,043-271-2604,宇田川婦人科,×,×
0,千葉県市川市新田4-2-6,月・火・水・金・土9:00-12:00   15:00-18:30   日9:00-12:00,272-0035,047-377-2326,医療法人社団 宏成医院,×,×
http://www.nariyama-clinic.jp,千葉県船橋市夏見台1-18-7,平日 月・水・金9:00-12:00  14:00-17:30   火・土9:00-12:00,273-0866,047-406-6266,なりやまクリニック,×,×
www.masuda-sanfujinka.jp,千葉県匝瑳市八日市場イ2837,24時間対応可、祝・休日対応可,289-2144,0479-73-1100,増田産婦人科,◯,◯
0,千葉県流山市名都借909-1,水・土9:00-16:30,270-0145,04-7147-7878,流山東部診療所,×,×
http://www.myclinic.ne.jp/iyoclinic/pc,千葉県千葉市若葉区小倉台6-9-1,9:00-11:30  15:00-18:30   火曜午後、土曜午後、日祝日は休診,264-0006,043-231-0527,伊予クリニック,×,×
0,千葉県鎌ヶ谷市鎌ヶ谷1-5-79,月・火・水・金9:00-12:00(受付11:30迄)  14:00-18:00(受付17:30迄)   木・土9:00-12:00(受付11:30迄)   日・祝休診,273-0105,047-446-0733,本田産婦人科クリニック,×,×
http://juno-vesta-clinic-hatta.net/,千葉県松戸市牧の原2番地92,月・土9:00-14:00   火・木・金9:00-13:00   15:00-18:00(第2土曜、日曜、祝日を除く),270-2267,047-385-3281,医療法人社団聖順会 ジェノ・ヴェスタクリニック八田,×,×
0,千葉県柏市篠籠田1124-1,月・木・金・土9:00-17:00   火9:00-12:30,277-0862,04-7147-1222,四季ウィメンズクリニック,×,×
https://morikawa-clinic.jp/wp/,千葉県いすみ市岬町長者177,月・火・金・土8:30-17:00   水・木8:30-12:00,299-4616,0470-87-3347,医療法人社団 もりかわ医院,×,×
www.takahashi-lady.com,千葉県佐倉市ユーカリが丘4-1-1 イーストタワー2F,平日9:00-17:00  土9:00-12:00   日・祝日・水曜は休診,285-0858,043-463-2129,医療法人社団ともみ会 高橋レディースクリニック,×,×
0,千葉県千葉市若葉区西都賀1-7-6,月・水・金9:00-11:45  14:30-17:15   火・土・日9:00-11:45,264-0026,043-255-2771,都賀レディースクリニック,×,×
0,千葉県千葉市中央区松濤2-12-10,月・火・水・金・土9:30-11:30  14:30-16:30    木9:30-11:30,260-0044,043-251-7520,小野寺産婦人科,×,×
www.k-ladies-clinic.com/,千葉県船橋市北本長ー3-1 Kメディカルモール204,月・火・木・金・土9:00-12:00   月・木・土15:00-18:00,273-0864,047-426-3133,Kレディースクリニック,×,×
0,千葉県千葉市稲毛区小仲台6-4-15,月~土9:00-12:00  月・水・金15:00-17:30   祝日診療有(要TEL確認),263-0043,043-287-1355,稲毛バースクリニック,×,×
http://www.myclinic.ne.jp/,千葉県千葉市花見川区幕張本郷2-37-17,月・木・金9:00-18:00   火・土9:00-12:00,262-0033,043-298-1100,Wクリニックフォーマザーズ幕張,×,×
https://tomlc.com,千葉県松戸市小金原6-8-11,平日9:00-16:30  土曜9:00-16:30,270-0021,047-342-1078,医療法人社団康知会 富岡産婦人科医院,×,×
0,千葉県佐倉市上志津1569-50,月~土9:00-12:00   月・水・金14:00-18:00,285-0846,043-462-6400,成尾医院,×,×
http://www.tajima-lc.jp/,千葉県千葉市稲毛区小仲台6-3-7,平日9:00-12:00  15:00-18:00  土9:00-12:00,263-0043,043-251-8197,たじま産婦人科,×,×
0,千葉県君津市久保4-8-8,月・火・木・金9:00-11:30   14:00-16:30   水・土9:00-11:30,299-1152,0439-55-5100,塚本産婦人科,×,×
なし,千葉県八街市八街ほ836-2,月・火・水・金8:30-11:00   15:30-17:00   木・土8:30-11:00,289-1115,043-443-3721,医療法人社団あけぼの会 遠藤内科医院,×,×
なし,千葉県東金市堀上35-1,月・水・金9:00-12:00   15:00-17:30   火・木9:00-12:00  土9:00-12:00   15:00-17:00,283-0063,0475-52-4371,河宇産婦人科,×,×
http://noi-ladies.jp,千葉県千葉市中央区南町2-14-14,月・火・木・金10:00-13:00  15:00-18:00   土10:00-13:0015:00-18:00,260-0842,043-261-4103,野井レディースクリニック,×,×
www.nakano-lc.com,千葉県柏市柏2-10-11-1F,月・水・金8:30-12:30   14:30-17:00   17:30-19:00   火・木8:30-12:30   14:30-17:00   土8:30-12:30,277-0005,04-7162-0345,中野レディースクリニック,×,×
http://www.koizumi-clinic.or.jp/,千葉県松戸市小金きよしヶ丘1-12-16,平日9:00-17:00   火・土9:00-12:00   木・日・祝日:休診,270-0013,,医療法人社団竹生会 小泉産婦人科医院,×,×
sakunaga.jp,千葉県茂原市高師町1-5-5,月・水・金9:00-12:30   14:00-16:30   火・土9:00-12:30,297-0021,0475-24-8822,作永産婦人科,×,×
sugisaki-cl.or.jp,千葉県野田市宮崎56-23,平日9:00-17:50   土曜9:00-12:30,278-0005,04-7125-1070,医療法人社団健生会 杉﨑クリニック,×,×
0,千葉県木更津市万石358,月・火・水・金・土9:00-18:00  (木曜・祝祭日休診),292-0003,0438-41-3700,医療法人社団 重城産婦人科小児科,×,×
0,千葉県富里市七栄646,平日9:00-12:00   15:00-17:30   木・土・日10:00-12:00,286-0221,0476-93-8272,弓立産婦人科,×,×
なし,千葉県木更津市木更津3-2-28,月・水・金・土9:00-12:00   15:00-18:00   火・木9:00-12:00,292-0056,0438-23-5311,駒医院,×,×
web-clover.net/ikuseiiin/,千葉県茂原市八千代2-12-14,月・水・金9:00-11:30   15:00-17:00    火・土9:00-11:30日・祝休診,297-0024,0475-25-1251,医療法人社団三恵会 育生医院,×,×
www.clinique-soigner.jp,千葉県松戸市稔台7-2-18,月・水・木9:30-17:30   金・土9:30-12:30,270-2231,047-308-3008,医療法人社団順裕会 クリニック ソワニエ,×,×
http://nanohana-clinic.jp/,千葉県千葉市中央区井鼻ー2-3,月・火・水・金9:00-12:00   15:00-19:00   土9:00-12:00,260-0856,043-222-1135,医療法人社団マザー・キー なのはなクリニック,×,×
0,千葉県市川市行徳駅前1-2-2,平日9:00-17:45   土曜9:00-12:30   木・日・祝日休診,272-0133,047-357-2196,石黒医院,×,×
http://tokelc.com,千葉県千葉市緑区あすみが丘3丁目4番地3,平日9:00-16:30  土曜9:00-16:30,267-0066,043-295-4103,とけレディースクリニック,×,×
https://kiyokawa-iin.jp,千葉県館山市北条1548,全時間帯対応(17:00-9:00は一度電話下さい),294-0045,0470-23-7731,清川医院,◯,◯
http://www.yoshida-ladies.com,千葉県浦安市明海5-7-5,月・火・水・金9:00-12:30   15:00-18:30   木・土9:30-12:30,279-0014,047-316-3321,医療法人社団豊修会 パークシティ吉田レディースクリニック,×,×
http://www.i-ladies.jp,千葉県野田市尾崎1464,月・火・水・金8:30-12:00   15:00-17:30   木8:30-12:00   土8:30-12:30,270-0235,04-7137-7661,アイレディースクリニック,×,×
http://www.famil-s-kimitsu.com/,千葉県君津市郡1-5-4,平日9:00-17:00   木曜9:00-12:00,299-1127,0439-57-1135,ファミール産院きみつ,×,×
0,千葉県成田市玉造7-24-4,火・水・金・土9:00-12:00   14:00-17:00,286-0011,0476-28-8511,尾﨑クリニック,×,×
0,千葉県習志野市秋津5-12-1,月・火・水・金9:00-12:00   14:00-17:00   土・日9:00-12:00木曜・祭日は休診,275-0025,047-452-3541,秋津産科婦人科,×,×
www.josn.jp,千葉県千葉市中央区中央4-5-1,火~金9:00-12:00   14:30-17:30,260-0013,043-201-6600,医療法人社団鎮誠会 千葉きぼーるクリニック,×,×
http://watanabeiin.xsrv.jp/,千葉県市川市奉免町201-5,月・火・木・金9:00-11:30   15:00-17:30   土9:00-11:3015:00-16:30,272-0803,047-339-7033,医療法人社団 わたなべ医院,×,×
www.abiko-clinic.or.jp,千葉県我孫子市我孫子4-3-25,平日・土曜9:00-11:45   15:00-17:45   日曜9:00-11:45   祝日休診,270-1166,04-7184-0321,医療法人緑生会 あびこクリニック,×,×
0,千葉県千葉市若葉区千城台西2-4-5,平日9:00-17:00   土曜9:00-12:00,264-0004,043-237-7418,木下婦人科医院,×,×
0,千葉県木更津市清見台3-6-5,月・水・土9:00-12:00   火・木・金9:00-12:00   14:00-18:00,292-0045,0438-25-6840,医療法人社団志成会 ロイヤルクリニック,×,×
なし,千葉県柏市明原4-3-19,月~土9:00-11:30,277-0843,04-7144-2972,鈴木医院,×,×
http://yushudai-obgy.com/#,千葉県市原市有秋台西1-7,月・火・木・金9:00-11:30   15:00-17:30    土9:00-11:3015:00-16:30,299-0125,0436-66-3838,有秋台医院,×,×
http://sites.google.com/view/keiseikai-saegusaclinic,千葉県茂原市東部台2-20-1,平日(月・火・金)9:00-18:00   土曜9:00-17:00,297-0015,0475-25-2203,医療法人社団恵生会 三枝医院,×,×
http://chibaladiesclinic.com,千葉県千葉市中央区富士見1-14-11 常盤ビル4階,月・火・金10:00-12:15   15:00-18:15   水・土10:00-14:15,260-0015,043-221-3000,千葉レディースクリニック,×,×
http://www.oak-clinic.com/,千葉県松戸市竹ヶ花50番地の3,月~火 9:00-17:00 木~土 9:00-17:00(水、日、祝日不可),271-0072,047-703-1112,オーククリニック フォーミズ病院,×,×
sanolc.com,千葉県浦安市当代島1丁目3番22号,月・火・水・金 9:00-12:00 15:00-17:00木・土 9:00-12:00,279-0001,047-352-5705,医療法人社団 佐野産婦人科医院,×,×
http://owcc.jp/,千葉県流山市おおたかの森南二丁目15番地の1,平日 8:30-12:00 14:00-17:00土曜 8:45-15:30,270-0139,04-7178-8877,医療法人社団 おおたかの森ウィメンズケアクリニック,×,×
https://www.ywh.or.jp/index,千葉県船橋市西船5-24-2,祝日除く、月曜-土曜日の8:30-11:30、13:30-15:00,273-0031,047-335-1072,医療法人社団成和会山口病院,×,×
https://www.kazumi-clinic.com/,宮城県仙台市青葉区大町1-1-5グレイス大町3F,平日:9:00~12:00、14:00~16:00土曜:12:00~14:00,980-0804,022-724-7294,あおば通りかずみクリニック,×,×
www.womensclinic-k.or.jp,宮城県角田市角田字田町114-12,診療時間時間内,981-1505,0224-61-2001,ウィメンズクリニック金上,×,×
http://happy-ozawa.jp,宮城県仙台市若林区荒町192,月、火、水、金:8:30-18:00木、土:8:30-12:30,984-0073,022-222-9716,おざわ女性総合クリニック,×,×
http://www.kitanohara.com,宮城県仙台市青葉区国分町2-2-5 柴崎ビル8F,月、火、木、金:12:00-14:00、16:00-20:00水、土:10:00-13:00、14:00-16:00日:10:00-12:30休診の土日有り注意休診日でもできる限り対応要メール,980-0803,022-722-2077,きたのはら女性クリニック,×,×
http://www.saint-mothers.jp,宮城県仙台市青葉区支倉町1-31,月~土:9:00~12:00、14:00~17:00※水・土曜日午後および日曜祝日は休診,980-0824,022-263-8001,セイントマザークリニック,×,×
http://www.nakagawa-sanfujinka.jp/,宮城県大崎市古川駅前大通6-1-23,月・火・木・金:9:00~17:30水・土:9:00~12:00,989-6162,0229-23-0655,中川記念ちか子女性クリニック,×,×
http://www.suzuki-hospital.jp/,宮城県岩沼市里の杜3丁目5番5号,平日:9:00~18:00 土曜:9:00~13:00,989-2481,0223-23-3111,スズキ記念病院,×,×
www.matushimahospital.com,宮城県宮城郡松島町高城字浜1-26,平日:9:00~16:30土曜:9:00~11:30日祝:休診,981-0215,022-354-5811,医療法人友仁会 松島病院,×,×
http://www.nagai-obgyne.com/,宮城県仙台市青葉区支倉町4-3,月・火・木・金:9:00~12:30、14:30~17:30水・土:9:00~12:30,980-0824,022-222-5582,向仁会 永井産婦人科,×,×
https://www.m-kousei.com/saka/about/clinic/message.html,宮城県多賀城市下馬2丁目13-7,平日:9:00~17:00、土曜:9:00-12:30,985-0835,022-365-5175,公益財団法人宮城厚生協会 坂総合クリニック,×,×
https://www.m-kousei.com/saka/,宮城県塩釜市錦町16-5,平日8:30-17:00、土曜8:30-12:30,985-8506,022-365-5175,公益財団法人宮城厚生協会 坂総合病院,×,×
0,宮城県仙台市泉区南光台南2-7-7,月・火・木・金:9:00~17:30水:9:00-14:30土:9:00~11:30,981-8002,022-251-8256,千田医院,×,×
http://www.muraguchikiyo-wclinic.or.jp/,宮城県仙台市宮城野区榴岡4-2-3仙台MTビル2F,診療受付時間内(新患受付は午前・午後とも1時間前に終了致します)9:00~12:30(月・火・水・金・土)14:30~17:00(月・金)14:30~17:00(火・水)休診日:木曜日・日曜・祝祭日・土曜日の午後,983-0852,022-292-0166,村口きよ女性クリニック,×,×
https://nagaike-clinic.com,宮城県仙台市青葉区中央3丁目4-2,月・火・木・金:9:00~18:00土:9:00~13:00,980-0021,022-222-5251,長池産婦人科,×,×
www.tomiyaiin.jp/,宮城県富谷市ひより台1丁目45-1,月~金:8:30~12:00、14:00~18:00土:8:30~13:00(日・祝日は休診),981-3304,022-358-2872,富谷医院,×,×
,宮城県仙台市太白区富沢4丁目4-2,平日:9:30~11:30、14:00~17:30水・土:9:30~11:30,982-0032,022-244-5558,仙台中央レディースクリニック,×,×
,宮城県富谷市明石台2-13-1,平日:9:00~12:30、14:30~18:30土:9:00~12:30、午後14:30~17:00木・日・祝日:休診,981-3332,022-772-8188,明石台レディースクリニック,×,×
,宮城県仙台市泉区上谷刈1-7-33,月・火・木・金:8:30~11:30、14:00~17:00水・土:8:30~11:30休診日/日曜日・祝日,981-3121,022-772-6020,八乙女レディースクリニック,×,×
,宮城県石巻市中央三丁目5-26,平日:9:00~17:00木・土曜:9:00~12:30,986-0822,0225-22-0707,齋藤産婦人科医院,×,×
,宮城県石巻市蛇田字新立野330-2,月・水・木・金:9:00~11:45、13:30~17:15火:13:30~17:15土:9:00~12:45,986-0861,0225-22-3717,しらゆりクリニック,×,×
,宮城県東松島市赤井字八反谷地132-6,"月・火・木・金:9:00~17:00水・土:9:00~12:30(第3,4,5(月)は休診)",981-0501,0225-84-2868,うつみレディスクリニック,×,×
http://yasuko-cli.jp/,宮城県富谷市明石台6丁目1-20,"平日:9:00~12:30,14:00~18:00土:9:00~13:00",981-3332,022-342-1255,やすこ女性クリニック,×,×
,宮城県名取市増田1-5-12,平日:9:00~17:30(月曜日休診)土:9:00~12:00,981-1224,022-382-2333,洞口・佐藤クリニック,×,×
http://yuuki.or.jp/,宮城県登米市迫町佐沼字小金丁22-5,月・火・木・金:9:00~11:30水・土:14:00~17:00,987-0511,0220-22-3252,医療法人社団結城産婦人科医院,×,×
,宮城県仙台市青葉区昭和町4-6ロイヤルオフィス北仙台3階,月・火・木・金:9:00~12:30、14:00~19:00水・土:9:00~12:30,981-0913,022-234-3541,北仙台レディースクリニック,×,×
,宮城県仙台市太白区金剛沢3-14-33,平日:9:00~18:00水・土:9:00~12:00,982-0803,022-245-5711,山田医院,×,×
https://sasakiob-gynclinic.com/,宮城県栗原市伊豆4-6-60,月・火・水・金:9:00~12:00、14:30~18:00木・土:9:00~12:00,987-2216,0228-22-2412,ささき産婦人科クリニック,×,×
http://miyagami.jp/,宮城県柴田郡柴田町西船迫2丁目7-1,月~土:8:30~12:30月・水・金:14:00~17:30火:15:00~17:30,989-1622,0224-55-4103,宮上クリニック,×,×
,宮城県仙台市青葉区中央2丁目7-15 4階,平日:9:30~12:00、15:00~18:00土:9:30~12:00,980-0021,022-711-2351,杜のレディースクリニック,×,×
http://www7a.biglobe.ne.jp/~sasamori-iinn/,宮城県仙台市青葉区本町二丁目13-13,月:9:00~10:00、14:30~18:00火・水・金:9:00~13:00、14:30~18:00木・土:9:00~13:00,980-0014,022-222-9081,笹森医院,×,×
,宮城県仙台市泉区八乙女中央3丁目2-20,月・火・木・金・土:9:00~12:00、午後休診水:休診,981-3135,022-373-9811,青葉産婦人科医院,×,×
http://www.sendai-emsf.jp/,宮城県仙台市若林区舟丁64-12,日曜・祝日:9:45~17:00,984-0806,022-266-6561,仙台市急患センター,◯,◯
http://etsuko-cl.jp/,宮城県仙台市太白区鹿野本町11-21,平日:9:00~18:00(※水曜日は9:00~17:00)土曜:9:00~14:00,982-0022,022-246-7310,佐々木悦子産科婦人科クリニック,×,×
https://www.hama3711.jp/,宮城県仙台市宮城野区高砂1-1-15 3階,月・火・木・金:9:30~18:00水・土:9:30~13:00,983-0014,022-388-8321,はまざきウィメンズクリニック,×,×
http://www.hosp.tohoku-mpu.ac.jp/,宮城県仙台市宮城野区福室1-12-1,平日:8:30~17:00,983-8536,022-259-1221,東北医科薬科大学病院,×,×
http://website2.infomity.net/8070000044/,宮城県仙台市青葉区八幡3丁目1-50,月・火・金:9:30~12:00、14:30~17:00水・土:9:00~11:30、14:00~16:00,980-0871,022-217-7825,医療法人正悠会 八幡レディースクリニック,×,×
https://www.southmiyagi-mc.jp/,宮城県大河原町字西38番地1,24時間対応,989-1253,0224-51-5500,みやぎ県南中核病院,◯,◯
https://www.tslc.jp/,宮城県仙台市若林区荒井3-26-1,月・火・金:9:00~11:30、14:00~17:30木:9:00~11:30土:9:00~13:30,984-0032,022-288-1103,T’sレディースクリニック,×,×
http://w-keyaki.clinic/,宮城県大崎市松山千石字松山440,"月・火・木・金:8:30~11:30,14:00~17:00土:8:30~11:30",987-1304,0229-55-3535,わたなべ産婦人科 内科・小児科,×,×
,宮城県気仙沼市入沢4-5,平日:9:00~17:00土曜:9:00~12:00,988-0083,0226-22-6808,森産婦人科医院,×,×
http://www.ikeno-clinic.com/,宮城県塩釜市藤倉三丁目17-5,月・火・木:9:00~12:00、14:30~18:00水・土:9:00~12:00、14:30~17:00,985-0004,022-367-1110,いけの医院,×,×
https://www.tohokuh.johas.go.jp/,宮城県仙台市青葉区台原四丁目3番21号,平日:8:15~17:00,981-8563,022-275-1111,独立行政法人労働者健康安全機構 東北労災病院,×,×
,宮城県本吉郡南三陸町志津川字沼田14番地3,金:13:20~15:30,986-0725,0226-46-3646,南三陸病院,×,×
http://www.kamisugi-igarashi-clinic.com/,宮城県仙台市青葉区上杉5-6-22,月・火・木・金:9:00~18:00土:9:00~13:00水・日・祝日:休診,980-0011,022-261-3231,上杉・五十嵐産婦人科医院,×,×
http://www.kinugawasanfujinka.jp/,宮城県仙台市青葉区小田原6丁目6-1,平日:9:00~18:00土曜:9:00~13:00(日曜祝日木曜は休診のため不可),980-0004,022-227-2205,鬼怒川産婦人科女性内科医院,×,×
https://www.city.tome.miyagi.jp/iryou/tomehp/,宮城県登米市迫町佐沼字下田中25,水・木:9:00~11:00、13:30~14:30,987-0511,0220-22-5511,登米市立登米市民病院,×,×
無,宮城県角田市佐倉字上土浮2番地,月火木金:9:00~15:00,981-1522,0224-63-0360,同済病院,×,×
http://www.yamamoto-gni.jp/,宮城県岩沼市中央1丁目3-12,平日:9:00~17:30土曜:9:00~12:30(木曜・日曜・祝日は休診),989-2432,0223-22-2773(産婦人科直通),医療法人五葉会 山本クリニック,×,×
https://osato-clinic.com/,宮城県気仙沼市南郷2-2,月~木:9:00~12:00、14:00~17:00(最終受付は終了30分前),988-0043,0226-23-7802,医療法人公孫樹会大里胃腸科内科婦人科医院,×,×
https://www.katta-hosp.jp,宮城県白石市福岡蔵本字下原沖36番地,平日:8:30~17:00,989-0231,0224-25-2145,公立刈田綜合病院,×,×
http://www.wanya.co.jp/,宮城県大崎市古川駅南三丁目11-2,月・火・水・金:8:45~12:00、14:30~18:00木:8:45~12:00、14:30~17:30土:8:45~13:00,989-6161,0229-21-0303,わんや産婦人科医院,×,×
http://www.toukeikai.com/,愛知県名古屋市千種区井上町27,月水金 9:00~12:00 17:30~19:00火木土 9:00~12:00,464-0026,052-782-6211,医療法人東恵会星ヶ丘マタニティ病院,×,×
http://www.west-medical-center.med.nagoya-cu.ac.jp/,愛知県名古屋市北区平手町一丁目1番地の1,平日8:45~17:15 (夜間、土、日、祝日も状況次第で対応可能),462-8508,052-991-8121,名古屋市立大学医学部附属西部医療センター,△,△
https://iwata-hospital.com/,愛知県名古屋市中村区則武1-1-11,月水金 9:00~12:00 17:00~19:00火木 9:00~12:00,453-0014,052-451-1552,岩田病院,×,×
http://www.nagoya-ekisaikaihosp.jp/,愛知県名古屋市中川区松年町4-66,緊急避妊の場合は24時間対応可,454-8502,052-652-7711,名古屋掖済会病院,◯,◯
https://daidohp.or.jp/,愛知県名古屋市南区白水町9,緊急避妊の場合は24時間対応可※ 薬の在庫がない可能性があるため事前に電話で要確認,457-8511,052-611-6261,社会医療法人 宏潤会 大同病院,◯,◯
https://www.minami-hp.jp/,愛知県名古屋市緑区大高二丁目204,月~土 9:00~11:30※ 月~金 9:00~17:00 電話相談可,459-8540,052-625-0373,総合病院南生協病院,×,×
https://www.nagoya2.jrc.or.jp/,愛知県名古屋市昭和区妙見町2-9,緊急避妊の場合は24時間対応可,466-8650,052-832-1121,日本赤十字社愛知医療センター名古屋第二病院,,
http://www.sakieladiesclinic.com/,愛知県名古屋市千種区池下町二丁目15番地 ハクビ池下ビル 5階,【月火水金】10:00~13:00、15:00~18:00【土】10:00~13:00,464-0066,052-757-0222,咲江レディスクリニック,×,×
https://ueno-sanfujinka.jp/,愛知県名古屋市千種区上野1-1-11,【月火水金】9:00~12:00、18:00~19:30【木・土】9:00~12:00,464-0082,052-721-0321,医療法人博報会上野産婦人科,×,×
https://nagoya-yamahara-lc.jp/,愛知県名古屋市千種区今池四丁目14番3号 愛知県,【平日.土】10:00~13:00【月火水金】16:30~19:00,464-0850,052-731-8181,医療法人秀峰会 レディースクリニック山原,×,×
https://www.sawadawomens.com/,愛知県名古屋市千種区四谷通1-18-1 RICCA11ビル3階,【平日】10~12:30 【水午後なし】16~19:00【土】10~12:30,464-0819,052-788-3588,さわだウイメンズクリニック,×,×
www.kikuzaka-clinic.com,愛知県名古屋市千種区菊坂町1-4 グリームオブ覚王山 2F,【火水金】9:30~12:30、16:00~19:00【木土】9:30~12:30,464-0836,052-759-1551,きくざかクリニック,×,×
http://www.nozaki-clinic.jp,愛知県名古屋市中川区大当郎一丁目1903番地,【月水金】8:30~11:00、17:00~18:30【火木土】8:30~11:00,454-0943,052-303-3811,医療法人伸和會野崎クリニック,×,×
-,愛知県名古屋市港区七番町3丁目18番地,【月~土】9:00~12:00   日祝は休診【月火水金】18:00~19:30 夜間診察は予約制,455-0001,052-661-0211,桑山産婦人科・眼科,×,×
http://www.yuhookai.jp/,愛知県名古屋市港区七反野1-806-1,月火水金 9:00~12:00 16:30~18:30木土 9:00~12:00,455-0884,052-302-8885,まのレディースクリニック,×,×
www.y-lc.net,愛知県名古屋市南区駈上二丁目7番1号,【月火木金】9:30~12:30、17:00~19:00【水】9:30~12:30【土】9:00~13:00,457-0007,052-823-2121,山口レディスクリニック,×,×
https://www.itoclinic.jp/,愛知県名古屋市南区弥生町14番地,【月火水金】9:00~12:30、16:00~18:30【土】9:00~12:30,457-0027,052-823-4122,伊藤しあわせクリニック,×,×
https://daidohp.or.jp/,愛知県名古屋市南区白水町8番地,【月~土】8:30~11:30,457-8511,052-611-6262,だいどうクリニック,×,×
https://youandai.com/,愛知県名古屋市南区加福本通3丁目64番地,緊急であれば24時間対応,457-0836,052-614-1103,アイ・レディスクリニック,◯,◯
-,愛知県名古屋市守山区小幡中三丁目23-11,【月~土】9:00~12:00【月火】17:00~19:00,463-0013,052-793-5551,やまだレディスクリニック,×,×
www.forestbell.jp,愛知県名古屋市守山区大字上志段味字羽根前600番2,緊急であれば24時間対応,463-0001,052-737-0003,フォレストベルクリニック,◯,◯
